article_url,contact_topic
https://help.teacherspayteachers.com/hc/en-us/articles/360055374412-What-are-the-different-ways-I-can-make-a-ClassFund-contribution,other
https://help.teacherspayteachers.com/hc/en-us/articles/360042304412-What-are-TPT-credits,orders-and-refunds
https://help.teacherspayteachers.com/hc/en-us/articles/360042626591-What-are-TPT-s-Seller-Guidelines,quality-and-safety
https://help.teacherspayteachers.com/hc/en-us/articles/360042217012-What-browser-should-I-use-for-uploading-video,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/4412826604820-What-can-a-Virtual-Assistant-do-in-my-store,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360058796992-What-can-I-do-if-the-recipient-of-my-gift-card-didn-t-receive-or-lost-their-gift-card-code,orders-and-refunds
https://help.teacherspayteachers.com/hc/en-us/articles/7545034290836-What-devices-work-with-Easel,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/7546092195732-What-dimensions-are-the-backgrounds-in-Easel-Activities,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042886451-What-do-I-do-if-a-Buyer-is-unhappy,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042445412-What-do-I-do-if-a-Seller-does-not-respond-to-my-question,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/7013225193876-What-do-the-numbers-mean-in-Easel-s-drag-and-drop-tool,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/4412839779348-What-does-it-mean-when-a-Seller-is-inactive-on-my-VA-Dashboard,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042547852-What-does-public-domain-mean-and-how-do-I-know-if-something-is-in-the-public-domain,other
https://help.teacherspayteachers.com/hc/en-us/articles/12734392776468-What-does-TPT-do-if-they-suspect-a-resource-in-my-store-contains-malware,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/11804496506388-What-does-TPT-have-in-place-for-Security-Protocols,other
https://help.teacherspayteachers.com/hc/en-us/articles/360059200311-What-file-type-can-my-product-preview-be,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042644891-What-file-type-can-my-video-be,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042435732-What-file-type-can-my-video-preview-for-my-resource-be,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042429292-What-file-types-are-supported-on-TPT,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042215492-What-frame-rate-should-I-use,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/35564860829204-What-happened-to-TPT-School-Access,school-express
https://help.teacherspayteachers.com/hc/en-us/articles/20923754381588-What-happens-if-my-W-9-information-changes-in-the-future,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/4408484042772-What-happens-when-my-resource-is-removed-from-TPT-for-Intellectual-Property-Infringement-under-the-DMCA-process-e-g-are-my-earnings-impacted,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042886671-What-if-a-Buyer-asks-me-a-technical-question,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042909231-What-if-Buyers-are-having-trouble-opening-my-ZIP-files,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042919431-What-if-I-became-an-LLC-or-corporation-during-the-year,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042883111-What-if-I-can-t-check-out,other
https://help.teacherspayteachers.com/hc/en-us/articles/360043055391-What-if-I-can-t-download-a-file,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360043055371-What-if-I-can-t-open-a-file,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042734211-What-if-I-don-t-know-what-the-terms-on-My-Products-Statistics-page-mean,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/7918765684116-What-if-I-don-t-see-my-Easel-resource-available-to-list,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042583592-What-if-I-have-an-issue-with-PayPal,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360059083091-What-if-I-need-a-password-to-print,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360043055511-What-if-I-no-longer-have-access-to-the-email-address-associated-with-my-account,login-and-access
https://help.teacherspayteachers.com/hc/en-us/articles/360042243252-What-if-I-want-to-make-a-video-for-students-to-watch,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360060289891-What-if-I-m-having-problems-opening-the-files-in-a-bundle-I-ve-downloaded,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/9714556205844-What-if-I-m-not-receiving-the-one-time-password-OTP-email,login-and-access
https://help.teacherspayteachers.com/hc/en-us/articles/360042959931-What-if-I-m-tax-exempt,school-purchase-orders
https://help.teacherspayteachers.com/hc/en-us/articles/360043055351-What-if-my-file-isn-t-printing-correctly,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042865391-What-if-my-product-contains-more-than-one-file,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360044221611-What-if-my-product-file-is-larger-than-the-maximum-file-size-limit,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360058652472-What-if-my-resource-is-added-to-the-wrong-Google-Drive-account,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360051148072-What-if-my-ZIP-file-or-PDF-file-is-empty,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042430152-What-is-a-custom-category,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042198012-What-is-a-Flipchart-file,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/37924778680852-What-is-a-Note-to-Followers,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042625711-What-is-a-Notebook-file,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042197572-What-is-a-PDF-file,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360043954412-What-is-a-preview-for-a-supporting-document,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042883011-What-is-a-promo-code,orders-and-refunds
https://help.teacherspayteachers.com/hc/en-us/articles/44173722272276-What-is-a-Seller-Discount-Marketing-cost,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042618912-What-is-a-Transferable-License,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042197332-What-is-a-ZIP-file,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/33529258586004-What-is-an-EEF-card,other
https://help.teacherspayteachers.com/hc/en-us/articles/7442097948948-What-is-Easel-by-TPT,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042986251-What-is-Fair-Use-and-do-my-resources-qualify,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/29499315179540-What-is-Meta-Pixel-Facebook-Pixel-and-how-do-I-add-it-to-my-store,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042216672-What-is-the-aspect-ratio-for-video-on-TPT,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360055374212-What-is-the-difference-between-closing-and-deleting-a-TPT-ClassFund-Campaign,other
https://help.teacherspayteachers.com/hc/en-us/articles/360042919551-What-is-the-difference-between-gross-sales-and-earnings,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042191412-What-is-the-new-Bundles-feature-and-how-is-it-different-than-traditional-bundles,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/25043523101716-What-is-the-TPT-Yearbook,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042618932-What-is-TPT-for-Schools,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/25257230707476-What-is-TPT-Live,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/4401927822228-What-is-TPT-University,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360055790391-What-is-TPT,other
https://help.teacherspayteachers.com/hc/en-us/articles/360042197012-What-is-TPT-s-intellectual-property-policy,other
https://help.teacherspayteachers.com/hc/en-us/articles/360042884331-What-is-your-refund-policy,orders-and-refunds
https://help.teacherspayteachers.com/hc/en-us/articles/7546188370068-What-keyboard-shortcuts-can-I-use-in-Easel-Activities,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/4402638420756-What-kind-of-products-can-I-attach-an-Easel-Activity-or-Assessment-to,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/7442463024148-What-kind-of-resources-can-I-use-with-Easel,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042449172-What-kind-of-video-can-I-upload,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042645011-What-kind-of-video-should-I-not-upload,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042625971-What-kinds-of-store-data-can-I-view-on-the-dashboard-graph,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/7444598831380-What-learning-management-systems-LMS-does-Easel-support,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360040842852-What-membership-types-are-available,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042434032-What-should-be-included-in-a-video-preview-for-my-resource,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042865671-What-should-I-do-if-I-have-issues-with-the-thumbnail-generator,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042200172-What-should-I-do-if-I-no-longer-wish-to-be-a-Seller,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042242492-What-should-I-include-in-my-video-preview,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042619091-What-should-I-know-about-upgrading-my-existing-bundle,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042972431-What-should-I-post-in-the-Ratings-Reviews-section,quality-and-safety
https://help.teacherspayteachers.com/hc/en-us/articles/360042672031-What-should-I-use-for-my-video-cover-image,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360044408171-What-types-of-Seller-accounts-are-offered-on-TPT,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/7390139182740-What-will-I-see-when-I-review-students-work,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360040835852-What-s-a-Premium-Seller-upgrade,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042865171-What-s-the-best-way-to-post-a-bundle-on-TPT,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042865851-What-s-the-difference-between-a-thumbnail-and-a-preview,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042645951-What-s-the-maximum-file-size-for-video,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360040842472-When-I-upgrade-to-a-Premium-Seller-account-do-my-previous-earnings-adjust-to-that-rate,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042628071-When-I-upgrade-to-Premium-Seller-when-does-my-year-subscription-begin,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042607592-When-should-I-leave-a-rating-and-review,quality-and-safety
https://help.teacherspayteachers.com/hc/en-us/articles/360040979152-When-was-TPT-founded,other
https://help.teacherspayteachers.com/hc/en-us/articles/360042919191-When-will-I-get-my-1099-K-and-where-can-I-find-it,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042974911-When-will-I-receive-my-order,orders-and-refunds
https://help.teacherspayteachers.com/hc/en-us/articles/360042304572-Where-are-my-TPT-credits-and-how-do-I-use-them,orders-and-refunds
https://help.teacherspayteachers.com/hc/en-us/articles/360042974711-Where-can-I-find-an-itemized-list-of-all-my-purchases-from-the-year,orders-and-refunds
https://help.teacherspayteachers.com/hc/en-us/articles/360042429632-Where-can-I-find-clip-art-to-use-in-my-products,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/7442613035924-Where-can-I-find-Easel-resources-I-have-already-purchased,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042973371-Where-can-I-find-my-purchases,orders-and-refunds
https://help.teacherspayteachers.com/hc/en-us/articles/360042974591-Where-can-I-find-receipts-for-my-purchases,orders-and-refunds
https://help.teacherspayteachers.com/hc/en-us/articles/360042733831-Where-can-I-find-statistics-on-my-products,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042906891-Where-can-I-find-the-TPT-Privacy-Policy,other
https://help.teacherspayteachers.com/hc/en-us/articles/360042469232-Where-can-I-find-the-TPT-Terms-of-Service,other
https://help.teacherspayteachers.com/hc/en-us/articles/360042887471-Where-can-I-find-videos-that-I-ve-purchased-or-downloaded,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042243152-Where-can-I-post-my-video,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042445312-Where-can-I-see-the-free-resources-I-ve-downloaded,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042906011-Where-is-TPT-based,other
https://help.teacherspayteachers.com/hc/en-us/articles/360042616512-Which-browser-should-I-use-for-TPT,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/22549800307092-Who-can-view-my-Store-Ranking,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042535412-Who-owns-the-resources-I-made-me-or-the-school-that-I-work-for,school-purchase-orders
https://help.teacherspayteachers.com/hc/en-us/articles/360042447092-Why-am-I-not-receiving-newsletters-or-other-emails-from-TPT,login-and-access
https://help.teacherspayteachers.com/hc/en-us/articles/42805567534740-Why-are-some-percent-change-or-value-change-metrics-missing-from-my-Product-Insights-Report,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042885251-Why-can-t-I-ask-for-followers-or-ratings-in-the-Seller-s-Forum,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360057443051-Why-can-t-I-click-any-links-in-a-PDF-I-ve-uploaded-to-Easel,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042887291-Why-can-t-I-download-my-video,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360043005611-Why-can-t-I-select-the-purchase-order-payment-option-at-checkout,school-purchase-orders
https://help.teacherspayteachers.com/hc/en-us/articles/43225421977748-Why-does-the-Totals-row-not-always-add-up-the-way-I-expect-in-my-Product-Insights-Report,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042446532-Why-does-TPT-need-access-to-my-Google-Drive-for-me-to-use-certain-digital-resources,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042921651-Why-is-my-Google-Drive-resource-still-loading,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360044216491-Why-is-my-Google-Drive-resource-unable-to-connect-to-Google,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360043055331-Why-is-my-PDF-blurry,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/43225071228948-Why-is-the-delta-for-Conversions-only-shown-as-value-change-on-the-Product-Insights-Report,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360059850232-Why-is-the-Download-button-grayed-out-on-a-bundle-I-purchased,technical-issues
https://help.teacherspayteachers.com/hc/en-us/articles/360042483212-Why-is-TPT-reporting-gross-sales-rather-than-earnings,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/360042974431-Why-isn-t-an-order-showing-in-My-Purchases,orders-and-refunds
https://help.teacherspayteachers.com/hc/en-us/articles/360042973151-Why-was-my-resource-taken-down-while-similar-resources-by-other-Teacher-Authors-are-still-up,seller-questions
https://help.teacherspayteachers.com/hc/en-us/articles/20923535843476-Will-I-receive-a-1099-K-form-this-year,seller-questions
